classificacao,x,y
-1.0,0.36016671430858066,0.5524325268749858
-1.0,0.5159051233931627,-0.9615267764606914
-1.0,0.6691521409074608,-0.4250066480306483
1.0,1.8384272621184703,2.1851083206600057
-1.0,0.0435413148841632,1.0389621004386689
1.0,1.4474256164764603,0.7559868412132718
-1.0,0.2799699255777596,0.6725731012595638
-1.0,-1.0356958451011913,-1.0563559335657697
-1.0,-1.4145127522103764,2.423458016481612
-1.0,-1.002421331529419,-0.3995548746434944
-1.0,-0.09529088490518728,-0.34019700531072694
-1.0,-0.4070555075382517,-0.26148996428567706
-1.0,-0.4756097357261239,-0.2425573847939867
-1.0,-0.5365870631899549,0.5940252305562926
-1.0,-0.5702098050040068,-0.24909622449209384
-1.0,1.2396856915415908,-0.9417061643806347
-1.0,-0.6566348841299483,0.5273087628125307
-1.0,-0.3566053078955376,0.27616590060290647
1.0,1.2945996162232305,1.6753258803041844
-1.0,0.45953323312845457,-0.5526071796821397
-1.0,0.8378215604061042,-0.4922851421198031
-1.0,0.4198331867308592,-0.7084924979747246
-1.0,-2.265487193901656,-0.45276073391736993
-1.0,-0.17369123075386148,-1.198033934633669
-1.0,-0.8683676109083189,0.7253356672671668
1.0,1.3849056137016622,0.24332427896058573
-1.0,-1.037436218345583,-0.20619175989930139
-1.0,0.7445981328722905,-0.23588517655219265
-1.0,-0.31276537954659206,0.4240141541711667
1.0,1.030706106049706,1.4817982047256342
-1.0,0.5900856007280894,0.15906769108983385
-1.0,-0.36043303512346814,0.8441858207946232
-1.0,-0.6966358959532896,-1.6428365635885736
-1.0,-1.4046118513069767,-0.05454377899126739
-1.0,0.2985917013847484,-3.2512073991523023
-1.0,-0.6454573337902848,0.9926869216682896
-1.0,-0.8495674429392549,-0.9013300214393334
-1.0,-2.230035344124796,0.03995124967148186
-1.0,-1.087301875207853,-0.4602020011557792
-1.0,-0.5664135772226372,-0.9352011586488717
-1.0,0.5713467494949576,0.3802403767757709
1.0,0.9751126233879318,2.3052092138138867
1.0,1.0075893442336166,1.799236334024433
1.0,0.7387340046533821,1.6992275030712367
