classificacao,x,y
-1.0,0.09629810965213811,-1.0262893238965165
-1.0,0.7059770302085383,0.09282312001611494
-1.0,-0.34421442265117735,-1.1127017466247817
1.0,-0.6600913556992933,1.5285279554203355
1.0,0.571176368562679,2.7897848872102955
-1.0,0.8668431840820296,0.4672477912730634
-1.0,-2.0045786772098664,-1.004831072335548
1.0,-0.7654913514664734,2.9247402132497746
-1.0,-1.0778845070135776,-0.6951100867012109
-1.0,0.6258951748358558,-0.41409711721073805
1.0,-0.14008797728934091,1.416904525456621
-1.0,0.5729592037377602,-0.1060197123047505
1.0,0.3430714053769141,2.7809928832181217
-1.0,-1.5331478834253454,0.7692689496185633
-1.0,1.994524764959606,-0.6428088311919996
-1.0,0.09118484070779939,-0.26872255919986954
1.0,0.11389072926688924,1.782112648283876
-1.0,0.8068967626934361,0.46920848315337177
1.0,-0.21827201599984458,1.342914239905184
-1.0,0.5149842627616281,-0.7650523122277304
-1.0,-0.29381076202163653,-0.8498928761580569
1.0,-0.48439291138298557,1.3894138650761
-1.0,1.0908338415797392,0.04932270420859872
-1.0,1.5970712383677634,1.4061918379793799
-1.0,-1.0094096922043598,-1.5941910660815244
1.0,-0.34978853499484197,1.3228456805533726
1.0,0.46374463358346546,1.5066232363382555
-1.0,1.2672797207894693,0.17134603131303025
-1.0,2.255406240342973,-0.45616200438405125
1.0,-0.19562598510234794,1.1602598771862067
1.0,0.08334565588577635,1.5729435605731379
-1.0,-2.683909256281067,-0.9181750115057259
1.0,0.839557552008131,1.9925449441367094
1.0,0.34350788322674847,2.5699202398852563
1.0,1.1496012675483633,2.6777557439851223
1.0,0.322925087513201,2.438755123172737
-1.0,0.8159377739570459,0.20232907777225337
-1.0,2.1695848067355206,-0.5248758024349026
-1.0,1.7229875346413754,0.655465935374028
-1.0,1.5346549481047378,0.0023397170251731095
1.0,-0.47494238959686663,2.269517157289778
1.0,-0.5998083969373861,2.624680440460965
1.0,0.47065622078928226,1.9308135976217426
-1.0,-1.9545584996856133,0.4590823904932187
-1.0,-1.8765269476598718,0.3877648050314477
-1.0,0.9986336530719432,-0.9208225687305331
-1.0,-0.15260728644107355,-0.6091355847115841
-1.0,-2.6761749833642554,0.21430487758721767
-1.0,-0.5586782754457352,-3.8353951778161064
-1.0,-1.7137589808050493,0.7277655745012794
-1.0,1.120002091033364,-0.7707135004109666
1.0,-1.087255832997225,2.312893671860049
1.0,-0.7710093831478694,2.877636524155081
1.0,0.06051705361304468,1.603173666637506
1.0,0.7511480726855914,3.0434379952638153
-1.0,-0.901311147856092,-1.7730634992595857
1.0,0.2796793759969653,2.0046302646924348
-1.0,-0.5039914447012864,-0.007265728097488068
1.0,0.4366524756707316,1.238044616992649
-1.0,0.5634629054100668,-0.6016456973124947
-1.0,-0.08979113580712086,-0.3625739338310344
-1.0,0.2805712101112318,-0.5455570079770211
1.0,0.34505515725630953,1.5595478736098078
-1.0,1.0613580180602797,0.28543480855036635
-1.0,1.4066175040521625,1.3546959905935223
1.0,-0.6750441097485448,2.2435143965716913
-1.0,0.6576939618284637,-0.17019640013135306
-1.0,0.19951979187313312,-0.31926151619474274
1.0,0.022337323329809443,3.229766672762078
1.0,-0.2972927592728942,2.0095336619842303
-1.0,-2.2134435474902605,-1.418935576453404
-1.0,0.19330233422521462,0.033093224298898105
-1.0,-0.48972093925358817,-1.7725109449513947
-1.0,0.3277747400419312,-0.4965469827913704
1.0,-0.1438425518558685,2.7225614201228927
-1.0,-0.20999335185232548,-1.1378481079470932
-1.0,-2.093415909958568,-0.5913233851226424
1.0,-0.4852699427862985,1.5893759152921394
-1.0,-0.8431551320840547,-0.8138660214629402
-1.0,-1.5811476736425087,0.3895015091009519
-1.0,2.305899627882507,0.5917261541592762
-1.0,-0.5864335786070269,-1.9684913897082779
1.0,-1.192864910778267,2.6027010334766363
1.0,0.19712996072397945,1.2768861658433668
-1.0,1.1385606349844106,-1.7084695779055523
-1.0,2.15946062190162,0.07920649508854388
-1.0,0.6408815008442255,-1.670197103154613
1.0,0.4202391100645332,1.8369994975615853
-1.0,0.05384828688830409,-0.5679416792123191
-1.0,0.7491725803090529,-0.12226634391358732
-1.0,0.6650876376443622,-0.4611106692343913
1.0,-0.21066859637472027,1.9917718279125864
-1.0,0.7567956408700413,-0.33226081871932633
1.0,0.17125086699784056,1.4364239857042969
-1.0,0.35958341888555095,-0.2810206203238835
-1.0,1.3238285568410728,-1.355736237395797
-1.0,-1.3251061991185067,-0.8239937417365079
-1.0,-1.0170446653543703,0.17954930527104065
-1.0,0.3371888093884376,-1.092241717209856
-1.0,-1.4821683628337488,-0.43579062114312944
1.0,-0.010174350116940794,1.0510308178442842
-1.0,-0.18166692104834345,-0.5037241252208285
-1.0,0.8819967581496665,0.751395701208568
-1.0,-1.2347949778190377,1.3050624087473743
-1.0,-0.9352511098182991,0.2246026175551168
-1.0,-1.0237152749404341,-1.4679162044305807
-1.0,0.21794026397882071,0.03686195628416961
1.0,-0.5795523450881241,1.7986351516984138
-1.0,0.0800813916547271,-0.5637494780750011
-1.0,-0.49783968580505333,0.09245848082178404
-1.0,0.9655453459363977,0.11194226111008582
-1.0,0.11295212462154569,-0.39466816300266355
-1.0,-0.13274627092986488,-0.3615582697054656
-1.0,0.19195676031384426,-2.6250267652157264
-1.0,0.16466641480399458,-0.28552926203899504
1.0,0.23325358483940295,2.7875702690314337
1.0,-0.3832462520114231,1.3339979910160178
-1.0,0.4643222047920468,-0.3185118705895066
-1.0,-0.828805224575346,-1.6736934014170597
1.0,-0.9699932713927292,2.119079151761298
-1.0,-0.039655185878168846,-0.10191921520189583
-1.0,0.34409180494495745,-0.0673389888226804
-1.0,0.0851665915507053,-1.5912713495171695
-1.0,0.5766789262252516,-0.8581904150551103
-1.0,0.6856088772321316,0.04048648565064248
-1.0,0.22135544342727376,-0.9534052266430368
1.0,0.13823660305148208,2.728301471149926
-1.0,1.2206249505388909,-0.056167305927155166
-1.0,0.021251420037079714,-1.350314130959269
-1.0,-1.2526430726966897,-0.5393045376569552
-1.0,1.0977575883107709,-0.5213606791896367
-1.0,0.5554038945513362,-1.251830007235187
1.0,-0.297328398870281,1.1827989521043063
-1.0,-0.6640212634172498,-0.5645230570749238
-1.0,0.9722846945900312,-0.8347865971524329
1.0,0.6194131775112222,1.8015127341845236
-1.0,0.17324694916348385,-1.939976569754343
-1.0,-1.2416491577325972,0.3057912800025739
-1.0,1.276154017764566,-2.219268393531467
-1.0,0.8771558399778936,-1.9232567191126289
-1.0,-1.3041822425275775,-0.5034380101674837
1.0,-0.41076134372299056,2.3563715158685095
-1.0,-0.43885754490248835,-1.1936528456324242
-1.0,0.6447115956847479,-0.03994442336001522
-1.0,-1.6795059614282037,-1.6483938329021115
-1.0,1.859182345270722,0.16734537605711702
