classificacao,x,y
1.0,-0.7392733256676703,1.8408976342771397
1.0,0.379283447106477,3.117984869612625
-1.0,-0.20388264453539715,-1.0871934221110515
1.0,0.6392334465308122,1.9634772403316059
1.0,0.6620885987262092,1.751037036401553
-1.0,1.1145362416820588,-0.5275890755519653
1.0,-0.355645786826343,1.8036237523945804
-1.0,-1.4437951910822004,-0.340454118152853
-1.0,-1.0201701304978452,-0.4610832800132858
-1.0,1.1596085889763201,-0.10595166247662045
1.0,-0.4668542173544417,2.0461477861036945
-1.0,0.9223589133971746,0.6356258468527923
1.0,-0.5170135642411716,1.4234292993391913
-1.0,0.08257250172581487,-0.3354443100051991
1.0,-0.269918844555633,1.2967666100072759
-1.0,0.31473427763134254,-0.5626394359121974
-1.0,1.4524832779209493,1.3454235543501802
1.0,-0.5939338343365458,2.5143538910093364
1.0,0.22541203455270106,1.8113068767063845
-1.0,0.28163238957350495,0.021113043775722876
1.0,0.6030630263278519,1.3763462966444666
-1.0,1.3393511811823566,-0.32186929168453826
1.0,-0.2818575931394294,1.5552417639122358
-1.0,-1.3096294537451314,0.6510401866326018
-1.0,-0.3800394317982173,-0.6192832587270964
-1.0,-1.439853484206616,-1.3748605202539055
-1.0,-0.7265446963369416,-0.680449208381748
-1.0,-1.0706627835370668,-0.9950479654908829
-1.0,-0.03465576413734103,-0.5459762463129478
-1.0,-0.43860096791946934,0.14871689635109744
-1.0,-1.525804837094002,0.19193819342219573
-1.0,-1.4004594931607837,-0.40919025846353035
-1.0,0.3934298540199412,-0.7730625121027552
-1.0,1.0693507351305287,-1.3102628426968623
1.0,0.23212858736048542,2.417937518770942
1.0,-0.5397781600444395,2.8108399750410826
-1.0,1.7750867997051127,-0.5631431745921273
-1.0,0.32885054602990815,0.002399320326165979
-1.0,-0.9411475272125039,-2.4281404873035317
1.0,0.2961147229879398,1.458040478667437
-1.0,1.1209498330827736,-0.6109644546650961
1.0,0.02780756223465995,1.0173498678846207
-1.0,1.1628145747363516,1.2120983828395533
-1.0,-0.6122167841587202,-1.144469066272602
1.0,-0.3425364881526402,2.2082597319110824
1.0,-0.4918597460596823,2.4802480413354377
1.0,-0.5248753316840239,1.9830930552510186
1.0,0.16364901667999096,2.8613514953786723
-1.0,0.3271075452263517,-0.17730770134098164
-1.0,0.8147617101294066,-0.8599992259347937
-1.0,0.650204657267044,0.2605220913840222
-1.0,-1.3903984189984369,0.05195407933983474
-1.0,0.07189820235410592,-0.21290050080215225
-1.0,-0.18306695731681738,-1.7682804426064354
-1.0,2.038569762379099,1.3989191562820442
-1.0,1.447529945417632,0.4978326488649986
-1.0,-2.8210554327672672,0.2833675617151099
-1.0,1.1283614451205501,-1.176034650366352
-1.0,1.2520615940834365,0.008917684326373241
1.0,0.14565748110001206,1.9070115005041075
-1.0,0.04722758191681226,-1.0633045452858
-1.0,1.4067031441176003,0.761662289325466
-1.0,2.332991957265352,2.4044413954962134
-1.0,1.1672993270677328,-1.3859034590457067
-1.0,-0.5434698249295203,-0.2484194488040098
-1.0,0.8934248899500823,-1.115112065967349
