classificacao,x,y
-1.0,0.2603966451971659,0.8593323358976394
1.0,0.6860152663491347,2.022507451707272
-1.0,-0.8522608751026358,-0.9090807575410097
1.0,1.0052171857318053,1.3639939348107046
1.0,-0.24109312900933974,0.5635747944666152
1.0,-0.03026260311745829,1.4037587700735916
-1.0,-0.41694455965316546,-1.6777924851861492
1.0,-0.30901613079486057,0.1286985170732169
-1.0,0.8374319627149677,-1.4715431851585075
1.0,-1.262604356090626,0.6768943753172961
1.0,0.7179349774045717,0.9616683321709606
1.0,0.9378026830454707,1.4755174933385056
1.0,0.8668019252730383,0.6415517537099208
-1.0,0.1956934605353193,-0.48097003667852817
-1.0,-0.09913315972623184,-1.5528246240869634
1.0,0.9730365001294051,2.146339723201855
-1.0,0.5120008415715319,-0.5285991602997784
1.0,-0.18126500780856283,0.8832548181037919
-1.0,1.2354298114304751,-0.949603055865237
-1.0,0.22989858337033436,-0.09454491927583272
-1.0,-0.8687313528604952,-0.2962551250411527
1.0,-1.0369509093759812,1.4983046796606894
-1.0,1.020782800055331,-1.269911209872247
1.0,-1.3680510865780755,2.0291890035109477
1.0,-1.1539742631601937,1.7873475825591654
1.0,0.870666018794717,2.3823160905494407
1.0,-1.8415268775501474,2.4122475769689236
-1.0,0.3289558280344036,0.7379672289802564
1.0,-2.261823566530147,2.0753061276926386
-1.0,2.0817198560175116,-0.5137031354831829
1.0,-0.3606300713725282,1.4536433792863763
-1.0,0.3203679530838511,0.09465867181141159
1.0,0.692239783372769,2.8619392588200974
-1.0,-0.5328092146579643,-0.4889546695747095
-1.0,-0.21485575282552308,-1.3777675682691124
-1.0,-1.0165025866962445,-0.5293238123672475
1.0,0.3008997657218144,2.094021865016317
1.0,-1.063682777642577,2.084127450576208
1.0,-0.2325668547951242,1.1381416614838984
1.0,2.2855531955102926,2.951274103050279
1.0,-1.5243238640062515,1.9521142055223966
1.0,0.9421027627977937,1.744299379003714
-1.0,-1.7682390093508524,0.27202814265767006
-1.0,-0.4217323625832738,-1.0872906282869446
-1.0,-1.6005637431314905,-2.435702482838641
1.0,0.5349994782635407,0.9776610532887894
-1.0,-0.2938192791091921,-0.9826994930915569
-1.0,-0.008987543615301236,-1.102528868342133
1.0,-0.21246553364555062,1.6573635156890454
1.0,-0.6945700582795111,1.9723493993990036
-1.0,-0.6889264058455672,-0.876669642672041
-1.0,1.2473878545215402,-0.2897840742252816
-1.0,-0.7117830241097681,0.8574431165708836
-1.0,-2.312170756338913,-3.0748188444317526
-1.0,0.4326654057410132,0.15481444720898188
-1.0,2.1802755347118894,-1.763464695778237
-1.0,0.11160590061874225,-1.6833295101118466
-1.0,-0.7755644683114455,0.17366583630290824
1.0,-1.379786294381037,0.8139793099311357
1.0,-0.2341781207045468,0.05058149470595097
1.0,1.757938681456857,0.2181461991443896
1.0,0.767734330265871,2.077531020614793
-1.0,0.14313338924055924,0.5893148974682311
-1.0,-0.6394733929193881,-0.5157892725863431
-1.0,-0.8575744955656853,-0.6497757799493677
1.0,0.3574822911943544,1.8829304031462473
1.0,1.6854587406203172,0.7230586728900811
-1.0,0.41722635914943124,-0.5615410535519264
-1.0,0.7728015935389703,-1.6452480127825349
-1.0,-0.9205770712335569,0.283215440338383
-1.0,-0.6802804112762264,-0.9778477637670865
1.0,-0.27353166198066986,0.7817041092638092
-1.0,-1.6993000388563682,-1.7326078941812741
-1.0,0.5232194945284405,-0.3805142861387091
-1.0,0.8498095650699997,-0.9125624538782776
1.0,1.753779124265326,0.28483451846692664
-1.0,-0.9778964737963646,-1.7816994809562137
1.0,0.4876096960008383,1.430581566319224
1.0,0.4333537572885494,2.6382923273307264
-1.0,-0.45575871360371395,-1.162065572242265
-1.0,1.3939403559817256,-0.7507072314225275
-1.0,-0.17966083138778144,-2.107544875671381
1.0,-0.21373760295071204,0.6169429674874514
1.0,-1.3618113523242905,1.424721072172869
-1.0,-0.6406427631496101,0.6229319276448381
-1.0,-1.3334346645202593,-1.345915113744439
-1.0,-0.5905705319571841,-1.296892760566998
1.0,2.1620588764057342,2.40735484038309
-1.0,-0.17887237924917063,-1.6081600659798017
1.0,-0.5535160251772102,2.6899104904017204
1.0,1.8431511678022723,2.073781894079044
1.0,0.1719170012328298,2.281137302098304
